country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-10,,,,-51,-28,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-11,,,,-51,-42,15
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-12,,,,-50,-41,15
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-13,,-24,,-48,-40,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-14,,-17,,-51,-42,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-15,,-24,,-49,-41,16
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-16,,,,-43,-21,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-17,,,,-46,-32,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-18,,-25,,-53,-43,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-19,,,,-52,-43,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-20,,-24,,-51,-41,15
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-21,,-19,,-42,-42,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-22,,-24,,-50,-41,15
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-23,,,,-46,-26,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-24,,,,-47,-24,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-25,,-26,,-49,-42,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-26,,,,-53,-42,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-27,,-26,,-52,-38,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-28,,-19,,-52,-41,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-29,,-18,,-46,-38,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-30,,,,-40,-22,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-31,,,,-38,-27,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-01,,,,-48,-44,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-02,,,,-44,-40,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-03,,-19,,-44,-42,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-04,,-14,,-45,-43,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-05,,-18,,-45,-40,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-06,,,,-39,-17,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-07,,,,-56,-19,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-08,,,,-47,-40,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-09,,,,-45,-38,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-10,,-17,,-43,-35,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-11,,-15,,-45,-37,12
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-12,,-17,,-48,-37,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-13,,,,-38,-19,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-14,,,,-32,-16,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-15,-2,,,-47,-39,12
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-16,,,,-44,-39,12
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-17,,-12,,-44,-38,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-18,,-14,,-49,-39,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-19,,-17,,-39,-37,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-20,,,,-44,-22,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-21,,,,-36,-13,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-22,-3,,,-43,-44,12
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-23,,,,-41,-44,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-24,,-20,,-43,-43,12
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-25,-6,-13,,-44,-42,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-26,-10,-10,,-41,-43,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-27,,,,-27,-12,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-02-28,,,,-24,-14,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-01,13,-5,,-38,-37,10
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-02,,-8,,-39,-35,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-03,1,-11,,-38,-36,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-04,7,-15,,-38,-36,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-05,3,-17,,-39,-31,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-06,,,,-31,-10,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-07,,,,-30,-15,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-08,8,,,-39,-37,10
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-09,7,-2,,-41,-35,10
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-10,-2,-11,,-40,-34,12
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-11,1,-19,,-41,-36,13
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-12,-4,-2,,-38,-34,12
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-13,,,,-41,-14,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-14,,,,-29,-19,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-15,10,,,-39,-37,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-16,11,-4,,-42,-35,9
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-17,6,-4,,-33,-33,10
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-18,11,-9,,-39,-33,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-19,9,-15,,-35,-32,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-20,,,,-33,-9,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-21,,,,-23,-9,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-22,17,,,-39,-37,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-23,9,,,-37,-34,10
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-24,15,-10,,-35,-32,10
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-25,17,-6,,-38,-36,10
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-26,13,-8,,-32,-32,11
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-27,,,,-31,-14,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-28,,,,-37,-11,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-29,13,,,-44,-50,12
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-30,18,,,-35,-48,8
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-03-31,,,,-36,-48,6
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-04-01,-47,-39,,-59,-79,18
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-04-02,-53,-40,,-58,-79,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-01,,,,-80,-100,28
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-02,,,,-71,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-04,,,,-64,-55,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-05,,,,-63,-52,21
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-06,,,,-63,-59,22
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-07,,,,-61,-56,23
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-08,,,,-60,-58,23
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-09,,,,-54,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-11,,,,-63,-56,22
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-12,,,,-58,-55,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-13,,,,-64,-55,21
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-14,,,,-62,-55,23
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-15,,,,-61,-58,21
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-16,,,,-62,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-18,,,,-65,-56,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-19,,,,-65,-56,21
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-20,,,,-68,-53,21
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-21,,,,-64,-52,22
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-22,,,,-58,-54,22
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-23,,,,-60,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-25,,,,-64,-57,21
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-26,,,,-62,-53,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-27,,,,-67,-54,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-28,,,,-62,-53,22
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-29,,,,-61,-54,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-01-30,,,,-62,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-01,,,,-60,-55,18
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-02,,,,-63,-53,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-03,,,,-59,-51,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-04,,,,-63,-52,21
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-05,,,,-60,-54,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-06,,,,-45,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-08,,,,-62,-55,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-09,,,,-59,-49,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-10,,,,-60,-50,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-11,,,,-56,-49,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-12,,,,-56,-51,17
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-13,,,,-58,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-15,,,,-63,-60,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-16,,,,-56,-60,18
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-17,,,,-60,-59,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-18,,,,-62,-59,21
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-19,,,,-56,-61,18
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-20,,,,-47,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-22,,,,-61,-50,18
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-23,,,,-53,-47,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-24,,,,-55,-48,18
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-25,,,,-52,-46,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-26,,,,-49,-45,17
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-02-27,,,,-46,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-01,,,,-51,-48,17
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-02,,,,-55,-47,17
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-03,,,,-51,-48,16
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-04,,,,-54,-47,19
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-05,9,,,-47,-47,17
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-06,,,,-59,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-08,,,,-54,-49,16
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-09,,,,-49,-46,17
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-10,,,,-52,-46,16
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-11,,,,-59,-46,20
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-12,10,,,-50,-46,17
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-13,,,,-51,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-15,,,,-56,-48,16
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-16,,,,-49,-44,15
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-17,,,,-47,-45,16
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-18,,,,-51,-45,17
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-19,9,,,-43,-45,15
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-20,,,,-50,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-22,,,,-52,-46,16
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-23,,,,-50,-44,15
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-24,,,,-44,-43,15
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-25,,,,-48,-43,15
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-26,9,,,-47,-43,15
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-27,,,,-52,,
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-29,,,,-61,-63,18
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-30,,,,-53,-61,15
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-03-31,,,,-43,-63,11
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-04-01,-61,,,-20,-88,22
DK,Denmark,Capital Region of Denmark,Allerød Municipality,,,,ChIJO3l7jq5GUkYRTq6vfkjKV8I,2021-04-02,-64,,,-13,-86,20
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-01,-82,-86,,-71,-90,25
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-02,-52,-19,,-32,-28,
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-03,-48,-17,,-24,-22,
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-04,-45,-16,,-44,-48,17
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-05,-40,-9,,-42,-48,18
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-06,-47,-23,,-38,-48,18
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-07,-43,-15,,-35,-50,18
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-08,-46,-22,,-36,-48,19
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-09,-51,-17,,-20,-27,
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-10,-47,-20,,-21,-29,
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-11,-45,-20,,-44,-49,17
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-12,-40,-12,,-38,-49,17
DK,Denmark,Capital Region of Denmark,Ballerup Municipality,,,,ChIJ-VzY_JJaUkYRUZT2NxFqGfw,2021-01-13,-45,-16,,-42,-48,17
